EDO,CARRETERA,TRAMO,RAMAL,TIPO DE RED,RUTA,CUERPOS,CARRILES,ORIGEN,DESTINO,km INICIAL,km FINAL,EFECTIVA,2 CARRILES,3 CARRILES,4 CARRILES,MAS DE 4 CARRILES,EQUIVALENTE,OBSERVACIONES
BCS,LA PAZ - CIUDAD INSURGENTES,LA PAZ - CD. INSURGENTES,Ramal a San Juan de la Costa,S,1,1,2,KM 16.7,SN. JUAN DE LA COSTA,0,23.7,23.7,23.7,,,,23.7,
BCS,LA PAZ - CIUDAD INSURGENTES,LA PAZ - CD. INSURGENTES,Ramal al Ejido Ley Fed. de Aguas No. 5,S,1,1,2,KM 209.1,EJIDO NCPE 5,0,7.34,7.34,7.34,,,,7.34,
BCS,LA PAZ - CIUDAD INSURGENTES,LA PAZ - CD. INSURGENTES,Aeropuerto Cd. Constituci¢n,S,1,1,2,KM 6.8,AEROPUERTO,0,0.9,,,,,,,Ent. Mpio. Comondu
BCS,LA PAZ - CIUDAD INSURGENTES,LA PAZ - CD. INSURGENTES,Ramal a Pichilingue,S,1,1,2,EL CAIMANCITO,PICHILINGUE,8.2,17,8.8,8.8,,,,8.8,
BCS,LA PAZ - CIUDAD INSURGENTES,LA PAZ - CD. INSURGENTES,Ramal a San Carlos,S,1,1,2,CD. CONSTITUCI‡N,SAN CARLOS,0,57.7,57.7,57.7,,,,57.7,
BCS,LA PAZ - CIUDAD INSURGENTES,LA PAZ - CD. INSURGENTES,Libramiento Las Garzas,S,1,1,2,,,0,4.7,,,,,,,Ent. Mpio. La Paz
BCS,CD. INSURGENTES - LORETO,CD. INSURGENTES - EL 119,,C,1,1,2,CD. INSURGENTES,KM 119.0,0,119,119,119,,,,119,
BCS,CD. INSURGENTES - LORETO,EL 119 - LORETO,,C,1,2,4,KM 119.0,LORETO,119,120,1,,,1,,2,
BCS,CD. INSURGENTES - LORETO,EL 119 - LORETO,Ramal al Ejido Ley Fed. de Aguas No. 2,S,1,1,2,KM 13.0,EJIDO NCPE 2,0,5.4,5.4,5.4,,,,5.4,
BCS,CD. INSURGENTES - LORETO,EL 119 - LORETO,Ramal a Puerto Escondido,S,1,1,2,KM 91.1,PTO. ESCONDIDO,0,2.5,2.5,2.5,,,,2.5,
BCS,CD. INSURGENTES - LORETO,EL 119 - LORETO,Aeropuerto de Loreto,S,1,1,2,KM 117.3,AEROPUERTO,0,1.2,1.2,1.2,,,,1.2,
BCS,LORETO - SANTA ROSAL÷A,LORETO - PANTE‡N,,C,1,2,4,LORETO,PANTE‡N,0,0.4,0.4,,,0.4,,0.8,
BCS,LORETO - SANTA ROSAL÷A,PANTE‡N - MULEGUE,,C,1,1,2,PANTE‡N,MULEGUE,0.4,130,129.6,129.6,,,,129.6,
BCS,LORETO - SANTA ROSAL÷A,MULEGUE - SANTA ROSAL÷A,,C,1,1,2,KM 138.8,KM 193.0,136.8,193,56.2,56.2,,,,56.2,
BCS,LORETO - SANTA ROSAL÷A,MULEGUE - SANTA ROSAL÷A,Aeropuerto de Palo Verde,S,1,1,2,KM 161.8,PALO VERDE,0,2,2,2,,,,2,
BCS,SANTA ROSAL÷A - PARALELO 28,KM 7+000 - 70+000,,C,1,1,2,STA. ROSALIA,SAN IGNACIO,7,70,63,63,,,,63,
BCS,SANTA ROSAL÷A - PARALELO 29,KM 7+000 - 70+001,,C,1,1,2,,,75,140,65,65,,,,65,
BCS,SANTA ROSAL÷A - PARALELO 30,KM 145+000 - L÷M. EDOS. B.C.S./B.C.,,C,1,1,2,KM 145+000,PARALELO 28,145,220,75,75,,,,75,
BCS,SANTA ROSAL÷A - PARALELO 34,KM 145+000 - L÷M. EDOS. B.C.S./B.C.,Ramal a San Ignacio,S,1,1,2,KM 73.7,SAN IGNACIO,0,2.7,2.7,2.7,,,,2.7,
BCS,SANTA ROSAL÷A - PARALELO 35,KM 145+000 - L÷M. EDOS. B.C.S./B.C.,Ramal a Paredones,S,1,1,2,KM 73.9,PAREDONES,0,1.4,1.4,1.4,,,,1.4,
BCS,SANTA ROSAL÷A - PARALELO 36,KM 145+000 - L÷M. EDOS. B.C.S./B.C.,Aeropista San Ignacio,S,1,1,2,KM 78.2,AEROP.SAN IGNACIO,0,0.9,0.9,0.9,,,,0.9,
BCS,SANTA ROSAL÷A - PARALELO 37,KM 145+000 - L÷M. EDOS. B.C.S./B.C.,Ramal a Vizca°no,S,1,1,2,KM 143.0,VIZCA÷NO,0,8,8,8,,,,8,
BCS,SANTA ROSAL÷A - PARALELO 38,KM 145+000 - L÷M. EDOS. B.C.S./B.C.,Ramal a Guerrero Negro,S,1,1,2,,,,,,,,,,,Entr. Mpio. MulegÇ
BCS,SAN PEDRO - CABO SAN LUCAS,SAN PEDRO - TODOS SANTOS - CABO SAN LUCAS,,B,19,2,4,T SAN PEDRO,,0,47,47,,,47,,94,
BCS,SAN PEDRO - CABO SAN LUCAS,SAN PEDRO - TODOS SANTOS - CABO SAN LUCAS,,B,19,1,2,,,47,55.5,8.5,8.5,,,,8.5,
BCS,SAN PEDRO - CABO SAN LUCAS,SAN PEDRO - TODOS SANTOS - CABO SAN LUCAS,,B,19,2,4,,CABO SAN LUCAS,55.5,126.393,70.893,,,70.893,,141.786,
BCS,SAN PEDRO - CABO SAN LUCAS,Libramiento a Cabo San Lucas,,B,19,2,4,KM 126.393,CABO SAN LUCAS,0,2.44,2.44,,,2.44,,4.88,
CAMP,VILLAHERMOSA - CD. DEL CARMEN,L÷M. EDOS.TAB./CAMP. - ZACATAL,,C,180,1,2,,,99.75,114.5,14.75,14.75,,,,14.75,Entr. 114.5 al 118.4  (10/Oct./99)
CAMP,VILLAHERMOSA - CD. DEL CARMEN,L÷M. EDOS.TAB./CAMP. - ZACATAL,,C,180,1,2,,,118.4,123.13,4.73,4.73,,,,4.73,Entr. 123.13 al 124.93 (10/Oct/99)
CAMP,VILLAHERMOSA - CD. DEL CARMEN,L÷M. EDOS.TAB./CAMP. - ZACATAL,,C,180,1,2,,,124.93,163.2,38.27,38.27,,,,38.27,Entregado (163+200 al 165+350)
CAMP,CD. DEL CARMEN - CAMPECHE,CD. DEL CARMEN - PTO. REAL,,C,180,1,2,CD. DEL CARMEN,PTO. REAL,8.3,38.2,29.9,29.9,,,,29.9,Entr. 0.0 al 8.3 (10/Oct./93)
CAMP,CD. DEL CARMEN - CAMPECHE,ISLA AGUADA - CHAMPOT‡N,,C,180,1,2,ISLA AGUADA,CHAMPOT‡N,39,138.1,99.1,99.1,,,,99.1,Entregado 138.1 al 143.5
CAMP,CD. DEL CARMEN - CAMPECHE,(L.D.)  ,,C,180,1,2,CHAMPOT‡N,HALTUNCHêN,143.5,160,16.5,16.5,,,,16.5,
CAMP,CD. DEL CARMEN - CAMPECHE,(L.I.),,C,180,1,2,,,143.5,160,,16.5,,,,16.5,
CAMP,CD. DEL CARMEN - CAMPECHE,HALTUNCHêN - CAMPECHE,,B,180,1,2,HALTUNCHêN,CAMPECHE,160,196.3,36.3,36.3,,,,36.3,Entregado 196.3 al 203.0
CAMP,CD. DEL CARMEN - CAMPECHE,HALTUNCHêN - CAMPECHE,Acceso al Puente de la Unidad,B,180,1,2,,,0,2,2,2,,,,2,
CAMP,CD. DEL CARMEN - CAMPECHE,HALTUNCHêN - CAMPECHE,Ramal  por Seybaplaya,S,180,1,2,KM 174.5,,0,3.2,3.2,3.2,,,,3.2,
CAMP,CAMPECHE - MêRIDA,Libramiento de Campeche,,C,180,1,4,CAMPECHE,MêRIDA,0,9.5,9.5,,,9.5,,19,"""PerifÇrico Pablo Garc°a y Montilla"""
CAMP,CAMPECHE - MêRIDA,Libramiento de Campeche,,C,180,1,4,,,9.5,10.5,1,,,1,,2,
CAMP,CAMPECHE - MêRIDA,Libramiento de Campeche,,C,180,1,4,,,10.5,21.5,11,,,11,,22,
CAMP,CAMPECHE - MêRIDA,Libramiento de Campeche,,C,180,1,4,,,21.5,25,3.5,,,3.5,,7,
CAMP,CAMPECHE - MêRIDA,Libramiento de Campeche,,C,180,1,4,,,25,26.263,1.263,,,1.263,,2.526,
CAMP,CAMPECHE - MêRIDA,CAMPECHE - TENABO,,C,180,1,4,,,9.786,50.2,40.414,,,40.414,,80.828,
CAMP,CAMPECHE - MêRIDA,TENABO - L÷M. EDOS. CAMP./YUC.,,C,180,1,4,,,50.2,96.96,46.76,,,46.76,,93.52,
CAMP,CAMPECHE - MêRIDA,TENABO - L÷M. EDOS. CAMP./YUC.,Ramal a Calkini-Maxcan£,B,180,1,2,,,0,9.05,9.05,9.05,,,,9.05,
CAMP,CAMPECHE - MêRIDA,TENABO - L÷M. EDOS. CAMP./YUC.,Long. Gazas en entronques,C,180,1,2,,,0,1.9,,1.9,,,,1.9,
CAMP,CAMPECHE - MêRIDA,TENABO - L÷M. EDOS. CAMP./YUC.,Campeche-China,S,180,1,2,KM 2.3,CHINA,2.3,4.7,2.4,2.4,,,,2.4,
CAMP,CAMPECHE - MêRIDA,TENABO - L÷M. EDOS. CAMP./YUC.,Paso por Pomuch,,,,,,,,,,,,,,,Entr. Mpio. Hecelchak†n 19/May/99
CAMP,CAMPECHE - MêRIDA,TENABO - L÷M. EDOS. CAMP./YUC.,Paso po Hecelchak†n-Santa Cruz Poc Boc,,,,,,,,,,,,,,,Entr. Mpio. Hecelchak†n 19/May/99
CAMP,CAMPECHE - MêRIDA,TENABO - L÷M. EDOS. CAMP./YUC.,Paso por DzilbalchÇ-Calkini-Tepak†n,,,,,,,,,,,,,,,Entr. Mpio. Calkini  19/May/99
CAMP,CAMPECHE - MêRIDA,TENABO - L÷M. EDOS. CAMP./YUC.,Paso por Becal,,,,,,,,,,,,,,,Entr. Mpio. Calkini  19/May/99
CAMP,CAMPECHE - MêRIDA,TENABO - L÷M. EDOS. CAMP./YUC.,Acceso a Hecelchak†n,S,180,1,2,KM 79.0,,0,1.5,1.5,1.5,,,,1.5,
CAMP,CAMPECHE - MêRIDA,TENABO - L÷M. EDOS. CAMP./YUC.,Parque DzibalchÇ,S,180,1,2,KM 0.0,PARQUE DZIBALCHê,0,0.1,0.1,0.1,,,,0.1,
CAMP,VILLAHERMOSA - FRANCISCO ESCµRCEGA,L÷M. EDOS.TAB./CAMP. - FCO. ESCµRCEGA,,C,186,1,2,VILLAHERMOSA,ESCµRCEGA,154.6,295.88,141.28,141.28,,,,141.28,Entr. 295.88 al 297.0 (6/Nov/96)
CAMP,FCO. ESCµRCEGA - CHETUMAL,FCO. ESCµRCEGA - L÷M. EDOS. CAMP./Q.ROO,,C,186,1,2,,,0,2.68,,,,,,,Entregado el 06/Nov./96
CAMP,FCO. ESCµRCEGA - CHETUMAL,FCO. ESCµRCEGA - L÷M. EDOS. CAMP./Q.ROO,,C,186,1,2,,,2.68,179.9,177.22,177.22,,,,177.22,
CAMP,HALTUNCHêN - TENABO,HALTUNCHêN - ENT. CAYAL,,S,188,1,2,KM 47.0,T CAYAL,0,74.7,74.7,74.7,,,,74.7,
CAMP,HALTUNCHêN - TENABO,ENT. CHENCOLL÷ - TENABO,,B,188,1,2,T. CHENCOLL÷,TENABO,0,27.42,27.42,27.42,,,,27.42,
CAMP,HALTUNCHêN - TENABO,ENT. CHENCOLL÷ - TENABO,Ruiz Cortines,S,188,1,2,KM 28.0,RUIZ CORTINES,0,11.8,11.8,11.8,,,,11.8,
CAMP,HALTUNCHêN - TENABO,ENT. CHENCOLL÷ - TENABO,Tixmucuy,S,188,1,2,KM 47.0,TIXMUCUY,0,2.2,2.2,2.2,,,,2.2,
CAMP,FCO. ESCµRCEGA - CHAMPOT‡N,FCO. ESCµRCEGA - CHAMPOT‡N,,B,201,1,2,,,0,1.34,,,,,,,Entregado el 06/Nov./96
CAMP,FCO. ESCµRCEGA - CHAMPOT‡N,FCO. ESCµRCEGA - CHAMPOT‡N,,B,201,1,2,ESCµRCEGA,CHAMPOT‡N,1.34,78.6,77.26,77.26,,,,77.26,
CAMP,FCO. ESCµRCEGA - CHAMPOT‡N,FCO. ESCµRCEGA - CHAMPOT‡N,,B,201,1,2,,,78.6,86,,,,,,,Entregado el 06/Nov./96
CAMP,FCO. ESCµRCEGA - CHAMPOT‡N,FCO. ESCµRCEGA - CHAMPOT‡N,Ramal a Palizada,S,217,1,2,KM 156.0,PALIZADA,0,66,66,66,,,,66,
CAMP,FCO. ESCµRCEGA - CHAMPOT‡N,FCO. ESCµRCEGA - CHAMPOT‡N,Ramal a Palizada,S,217,1,2,,,66,67.3,,,,,,,Entregado al Municipio 06/Sep./04
CAMP,FCO. ESCµRCEGA - CHAMPOT‡N,FCO. ESCµRCEGA - CHAMPOT‡N,Ramal a Jonuta,S,217,1,2,KM 48.5,JONUTA,0,5.1,5.1,5.1,,,,5.1,
CAMP,CANDELARIA - NUEVO COAHUILA,ENTR. SAN FCO. - CANDELARIA - NVO. COAHUILA,,S,221,1,2,,,0,25.8,25.8,25.8,,,,25.8,
CAMP,CANDELARIA - NUEVO COAHUILA,ENTR. SAN FCO. - CANDELARIA - NVO. COAHUILA,,S,221,1,2,KM 235.1,NVO. COAHUILA,25.8,30.6,,,,,,,Ent. Mpio. 10/feb/2004 (4.8 km)
CAMP,CANDELARIA - NUEVO COAHUILA,ENTR. SAN FCO. - CANDELARIA - NVO. COAHUILA,,S,221,1,2,,,30.6,85.2,54.6,54.6,,,,54.6,
CAMP,CANDELARIA - NUEVO COAHUILA,ENTR. SAN FCO. - CANDELARIA - NVO. COAHUILA,Ramal a El Mamey,S,221,1,2,KM 58.3,EL MAMEY,0,1.3,1.3,1.3,,,,1.3,
CAMP,CANDELARIA - NUEVO COAHUILA,ENTR. SAN FCO. - CANDELARIA - NVO. COAHUILA,Estado de MÇxico-Monclova,S,221,1,2,KM 56.4,MONCLOVA,0,16.2,16.2,16.2,,,,16.2,
CAMP,CANDELARIA - NUEVO COAHUILA,ENTR. SAN FCO. - CANDELARIA - NVO. COAHUILA,Pedro Baranda,S,221,1,2,KM 61.8,PEDRO BARANDA,0,4.4,4.4,4.4,,,,4.4,
CAMP,CANDELARIA - NUEVO COAHUILA,ENTR. SAN FCO. - CANDELARIA - NVO. COAHUILA,Miguel Hidalgo,S,221,1,2,KM 73.0,MIGUEL HIDALGO,0,0.5,0.5,0.5,,,,0.5,
CAMP,CANDELARIA - NUEVO COAHUILA,ENTR. SAN FCO. - CANDELARIA - NVO. COAHUILA,Golondrinas,S,221,1,2,KM 76.6,GOLONDRINAS,0,0.3,0.3,0.3,,,,0.3,
CAMP,D÷AZ ORDAZ - SABANCUY,ENTR. D÷AZ ORDAZ - ENTR. SABANCUY,,S,259,1,2,KM 272.10,,0,54.48,54.48,54.48,,,,54.48,
CAMP,D÷AZ ORDAZ - SABANCUY,ENTR. D÷AZ ORDAZ - ENTR. SABANCUY,,S,259,1,2,,,54.48,55.451,,,,,,,Ent. Mpio. Villa de Sabancuy 6/09/04
CAMP,D÷AZ ORDAZ - SABANCUY,ENTR. D÷AZ ORDAZ - ENTR. SABANCUY,,S,259,1,2,,T SABANCUY,55.451,57.4,1.949,1.949,,,,1.949,
CAMP,CAMPECHE - UMµN,CAMPECHE - ENT. CHENCOLL÷,,B,261,1,2,CAMPECHE ,CHENCOLLI,8,31.12,23.12,23.12,,,,23.12,
CAMP,CAMPECHE - UMµN,CHENCOLLI - HOPELCHEN,,S,261,1,2,CHENCOLLI,HOPELCHEN,31.12,85.3,54.18,54.18,,,,54.18,
CAMP,CAMPECHE - UMµN,HOPELCHEN - BOLONCHEN,,S,261,1,2,HOPELCHEN,BOLONCHEN,88.3,119,30.7,30.7,,,,30.7,
CAMP,CAMPECHE - UMµN,BOLONCHEN - L÷M. EDOS. CAMP./YUC.,,S,261,1,2,BOLONCHEN,"L÷M. EDOS, CAMP./YUC.",121.5,143.88,22.38,22.38,,,,22.38,
CAMP,CAMPECHE - UMµN,BOLONCHEN - L÷M. EDOS. CAMP./YUC.,Paso por HopelchÇn,S,261,1,2,KM 0.0,,0,0.6,,,,,,,Entregado al Municipio
COAH,NUEVO LAREDO - CD. ACU•A,L÷M.  EDOS. COAH./N.L. - PIEDRAS NEGRAS,,B,2,A,2,NVO. LAREDO, ,44.4,159,114.6,114.6,,,,114.6,
COAH,NUEVO LAREDO - CD. ACU•A,L÷M.  EDOS. COAH./N.L. - PIEDRAS NEGRAS,,B,2,"A,B",4,,T. VILLA DE FUERTE,159,167,8,,,8,,16,Se mod. a 4C el 10/Abril/2012 por D.G.C.
COAH,NUEVO LAREDO - CD. ACU•A,PIEDRAS NEGRAS - CD. ACU•A,,B,2,"A,B",4,P. NEGRAS,,8,28,20,,,20,,40,
COAH,NUEVO LAREDO - CD. ACU•A,PIEDRAS NEGRAS - CD. ACU•A,,B,2,"A,B",4,,,28,36.8,8.8,,,8.8,,17.6,Se mod. a 4C el 10/Abril/2012 por D.G.C.
COAH,NUEVO LAREDO - CD. ACU•A,PIEDRAS NEGRAS - CD. ACU•A,,B,2,"A,B",4,,,36.8,45.58,8.78,,,8.78,,17.56,
COAH,NUEVO LAREDO - CD. ACU•A,PIEDRAS NEGRAS - CD. ACU•A,,B,2,A,2,,CD. ACU•A,45.58,83.6,38.02,38.02,,,,38.02,
COAH,NUEVO LAREDO - CD. ACU•A,PIEDRAS NEGRAS - CD. ACU•A,Paso por Hidalgo,,,,,,,,,,,,,,,Entr. Mpio. 16/Abril/01
COAH,NUEVO LAREDO - CD. ACU•A,PIEDRAS NEGRAS - CD. ACU•A,Paso por Guerrero,,,,,,,,,,,,,,,Entr. Mpio. 16/Abril/01
COAH,NUEVO LAREDO - CD. ACU•A,PIEDRAS NEGRAS - CD. ACU•A,Paso por San Bernardo,,,,,,,,,,,,,,,Entr. Mpio. 16/Abril/01
COAH,NUEVO LAREDO - CD. ACU•A,PIEDRAS NEGRAS - CD. ACU•A,Ramal a Presa de la Amistad,S,2,A,2,CD. ACU•A,PRESA LA AMISTAD,7.5,22.5,15,15,,,,15,
COAH,NUEVO LAREDO - CD. ACU•A,PIEDRAS NEGRAS - CD. ACU•A,Aeropuerto de Ciudad Acu§a,S,2,A,2,CD. ACU•A,AEROPUERTO,0,0.9,0.9,0.9,,,,0.9,
COAH,NUEVO LAREDO - CD. ACU•A,PIEDRAS NEGRAS - CD. ACU•A,El Mirador,S,2,A,2,CD. ACU•A,PRESA LA AMISTAD,0,1,1,1,,,,1,
COAH,MORELOS - CD. ACU•A,MORELOS - CD. ACU•A,,S,29,"A,B",4,,,1.4,8.8,7.4,,,7.4,,14.8,
COAH,MORELOS - CD. ACU•A,MORELOS - CD. ACU•A,,S,29,A,2,,,10.2,11,0.8,0.8,,,,0.8,
COAH,MORELOS - CD. ACU•A,MORELOS - CD. ACU•A,,S,29,"A,B",4,,,11,13,2,,,2,,4,
COAH,MORELOS - CD. ACU•A,MORELOS - CD. ACU•A,,S,29,A,2,,,13,98,85,85,,,,85,
COAH,MORELOS - CD. ACU•A,MORELOS - CD. ACU•A,,S,29,"A,B",4,,,98,100.2,2.2,,,2.2,,4.4,
COAH,MORELOS - CD. ACU•A,Paso por Zaragoza,,,,,,,,,,,,,,,,Entr. Mpio. 0.5 km a 2C
COAH,MONCLOVA - TORRE‡N,MONCLOVA - SN. PEDRO DE LAS COLONIAS,,S,30,"A,B",4,MONCLOVA,,6.5,18.5,12,,,12,,24,Se entr. del km 18.5 al 23.0 en el 2002 
COAH,MONCLOVA - TORRE‡N,MONCLOVA - SN. PEDRO DE LAS COLONIAS,,S,30,A,2,,,23,28.8,5.8,5.8,,,,5.8,
COAH,MONCLOVA - TORRE‡N,MONCLOVA - SN. PEDRO DE LAS COLONIAS,,S,30,"A,B",4,,,28.8,44.214,15.414,,,15.414,,30.828,
COAH,MONCLOVA - TORRE‡N,MONCLOVA - SN. PEDRO DE LAS COLONIAS,,S,30,A,2,,,44.214,45.45,1.236,1.236,,,,1.236,
COAH,MONCLOVA - TORRE‡N,MONCLOVA - SN. PEDRO DE LAS COLONIAS,,S,31,A,4,,,45.45,45.78,0.33,,,0.33,,0.66,
COAH,MONCLOVA - TORRE‡N,MONCLOVA - SN. PEDRO DE LAS COLONIAS,,S,30,"A,B",4,,,45.78,55.4,9.62,,,9.62,,19.24,
COAH,MONCLOVA - TORRE‡N,MONCLOVA - SN. PEDRO DE LAS COLONIAS,,S,30,"A,B",4,,,55.4,56.2,0.8,,,0.8,,1.6,
COAH,MONCLOVA - TORRE‡N,MONCLOVA - SN. PEDRO DE LAS COLONIAS,,S,30,"A,B",4,,,56.2,58,1.8,,,1.8,,3.6,
COAH,MONCLOVA - TORRE‡N,MONCLOVA - SN. PEDRO DE LAS COLONIAS,,S,30,"A,B",4,,,58,79.6,21.6,,,21.6,,43.2,Se entr. del km 79.6 al 82.0 en el 2002
COAH,MONCLOVA - TORRE‡N,MONCLOVA - SN. PEDRO DE LAS COLONIAS,,S,30,A,2,,,82,177,95,95,,,,95,
COAH,MONCLOVA - TORRE‡N,MONCLOVA - SN. PEDRO DE LAS COLONIAS,,S,30,A,2,,,177,223,46,46,,,,46,Recibido 23/Jul/2015 por parte de la D.G.C.F (Acotamiento para rebase 2.5m)
COAH,MONCLOVA - TORRE‡N,MONCLOVA - SN. PEDRO DE LAS COLONIAS,,S,30,A,2,,,223,255,32,32,,,,32,
COAH,MONCLOVA - TORRE‡N,MONCLOVA - SN. PEDRO DE LAS COLONIAS,,S,30,"A,B",4,,,255,263.6,8.6,,,8.6,,17.2,
COAH,MONCLOVA - TORRE‡N,MONCLOVA - SN. PEDRO DE LAS COLONIAS,,S,30,A,4,,S. P. DE LAS COLONIAS,263.6,264.132,0.532,,,0.532,,1.064,
COAH,MONCLOVA - TORRE‡N,TORREON-FCO.I. MADERO-SAN PEDRO DE LAS COLONIAS,,S,30,"A,B",4,,,0,11.5,,,,,,,Se entr. al Mpio de Torre¢n 11/Ene/08
COAH,MONCLOVA - TORRE‡N,TORREON-FCO.I. MADERO-SAN PEDRO DE LAS COLONIAS,,S,30,"A,B",4,,,11.5,54,42.5,,,42.5,,85,
COAH,MONCLOVA - TORRE‡N,La Cuchilla - San Pedro de Las Colonias,,S,30,A,2,,,0,17,17,17,,,,17,
COAH,SALTILLO - MONTERREY,SALTILLO - L÷M. EDOS. COAH./N.L.,,C,40,A,4,,,15.3,32.9,17.6,,,17.6,,35.2,
COAH,SALTILLO - MONTERREY,SALTILLO - L÷M. EDOS. COAH./N.L.,,C,40,B,2,,,32.9,33.7,0.8,0.8,,,,0.8,
COAH,SALTILLO - TORRE‡N,SALTILLO - ENT. PUEBLA,,C,40,A,2,SALTILLO ,,6,33.55,27.55,27.55,,,,27.55,Se recibi¢ de Capufe del km 6.0 al 25.8 en el 2002
COAH,SALTILLO - TORRE‡N,SALTILLO - ENT. PUEBLA,,C,40,B,2,,T. PUEBLA,6,33.55,,27.55,,,,27.55,
COAH,SALTILLO - TORRE‡N,T. PUEBLA - T. LA ESPERANZA,,B,40,A,2,T. PUEBLA,LA ESPERANZA,33.55,116.4,82.85,82.85,,,,82.85,
COAH,SALTILLO - TORRE‡N,T. LA ESPERANZA - LA CUCHILLA,,C,40,A,2,LA ESPERANZA,LA CUCHILLA,116.4,203.1,86.7,86.7,,,,86.7,
COAH,SALTILLO - TORRE‡N,T. LA ESPERANZA - LA CUCHILLA,,C,40,B,2,,,116.4,203.1,,86.7,,,,86.7,
COAH,SALTILLO - TORRE‡N,LA CUCHILLA - MATAMOROS,,B,40,"A,B",4,LA CUCHILLA,,203.1,206,2.9,,,2.9,,5.8,
COAH,SALTILLO - TORRE‡N,LA CUCHILLA - MATAMOROS,,B,40,A,2,,MATAMOROS,206,249.36,43.36,43.36,,,,43.36,Del km 249.36 al 259.76 se entr. (10.4 km)
COAH,SALTILLO - TORRE‡N,MATAMOROS - TORRE‡N,,C,40,"A,B",4,MATAMOROS,TORRE‡N,259.76,267.06,,,,,,,Del km 256.5 al 267.06 (10.56 km) Ajuste (Entr. Mpio. Torre¢n 11/01/08)
COAH,SALTILLO - TORRE‡N,MATAMOROS - TORRE‡N,Paso por Matamoros,,,,,,,,,,,,,,,Entr. Mpio. Matamorros 29/Oct/99
COAH,SALTILLO - TORRE‡N,MATAMOROS - TORRE‡N,Libramiento Norte de Torre¢n,B,40,"A,B",4,,,0,11.8,,,,,,,Entr. Mpio. Torre¢n 11/01/08
COAH,SALTILLO - TORRE‡N,MATAMOROS - TORRE‡N,Gazas Paso a Desnivel,S,40,A,2,,,0,2.8,,2.8,,,,2.8,
COAH,SALTILLO - TORRE‡N,MATAMOROS - TORRE‡N,Gazas del distribuidor (ojo Caliente),C,40,A,2,20+440,,0,5.59,,5.59,,,,5.59,
COAH,MONTERREY - MONCLOVA,"L÷M. EDOS. N.L. / COAH. - ""T"" CASTA•OS",,B,53,A,2,L÷M. EDOS. ,,115.9,149,33.1,33.1,,,,33.1,
COAH,MONTERREY - MONCLOVA,"L÷M. EDOS. N.L. / COAH. - ""T"" CASTA•OS",,B,53,A,2,,,149,155.4,6.4,6.4,,,,6.4,
COAH,MONTERREY - MONCLOVA,"L÷M. EDOS. N.L. / COAH. - ""T"" CASTA•OS",,B,53,A,2,,T. CASTA•OS,155.4,155.9,0.5,0.5,,,,0.5,
COAH,MONTERREY - MONCLOVA,"L÷M. EDOS. N.L. / COAH. - ""T"" CASTA•OS",Gazas PSV La Gloria,S,53,A,2,,,0,0.92,,0.92,,,,0.92,
COAH,ZACATECAS - SALTILLO,L÷M. EDOS. ZAC./COAH. - SALTILLO,,B,54,A,2,,,266.5,322,55.5,55.5,,,,55.5,
COAH,ZACATECAS - SALTILLO,L÷M. EDOS. ZAC./COAH. - SALTILLO,,B,54,A,4,,,322,330,8,,,8,,16,Se mod. a 4C el 26/Enero/2007
COAH,ZACATECAS - SALTILLO,L÷M. EDOS. ZAC./COAH. - SALTILLO,,B,54,A,2,,,330,343.3,13.3,13.3,,,,13.3,
COAH,ZACATECAS - SALTILLO,L÷M. EDOS. ZAC./COAH. - SALTILLO,Gazas Distribuidor Derramadero,B,54,A,2,T. 330+500,,0,5.9,,5.9,,,,5.9,Entregado por la D.G.C. 10/Abril/2012
COAH,MêXICO-PIEDRAS NEGRAS (MATEHUALA-SALTILLO),L÷M. EDOS. N.L./COAH. - SALTILLO,,C,57,A,2,MATEHUALA ,SALTILLO,205.86,212.9,7.04,7.04,,,,7.04,
COAH,MêXICO-PIEDRAS NEGRAS (MATEHUALA-SALTILLO),L÷M. EDOS. N.L./COAH. - SALTILLO,,C,57,A,2,,,240.8,251.3,,,,,,,"Ent. Municipio, mayo 2004"
COAH,MêXICO-PIEDRAS NEGRAS (MATEHUALA-SALTILLO),L÷M. EDOS. N.L./COAH. - SALTILLO,,C,57,B,2,,,244,251.3,,,,,,,"Ent. Municipio, mayo 2004"
COAH,MêXICO-PIEDRAS NEGRAS (MATEHUALA-SALTILLO),HUACHICHIL - LA ENCANTADA,,B,57,A,2,,,212.3,242.7,30.4,30.4,,,,30.4,
COAH,MêXICO-PIEDRAS NEGRAS (MATEHUALA-SALTILLO),SALTILLO - MONCLOVA ,,C,57,A,2,,,7.2,50,42.8,42.8,,,,42.8,
COAH,MêXICO-PIEDRAS NEGRAS (MATEHUALA-SALTILLO),SALTILLO - MONCLOVA ,,C,57,A,2,,,50,117.6,67.6,67.6,,,,67.6,
COAH,MêXICO-PIEDRAS NEGRAS (MATEHUALA-SALTILLO),SALTILLO - MONCLOVA ,,C,57,A,2,,,117.6,166.2,48.6,48.6,,,,48.6,
COAH,MêXICO-PIEDRAS NEGRAS (MATEHUALA-SALTILLO),SALTILLO - MONCLOVA ,,C,57,"A,B",4,,,166.2,173.6,7.4,,,7.4,,14.8,
